subject,body,sender,label
Comprehensive vehicle insurance,Royal Sundaram comprehensive insurance ₹7500 paid. Policy: CV-2024-567.,insurance@royalsundaram.in,EXPENSE
Deloitte Insights,Deloitte Insights subscription ₹850 charged. Annual plan active.,subscription@deloitte.com,EXPENSE
Zoom Pro,Zoom Pro subscription ₹1350 charged. Monthly plan renewed.,billing@zoom.us,EXPENSE
Loan EMI alert,Education loan EMI ₹12500 debited from account. Loan: ED-2022-789.,alerts@bank.com,EXPENSE
Spotify Premium,Spotify Premium subscription ₹119/month charged to card. Renewal date: April 2026.,no-reply@spotify.com,EXPENSE
Property tax payment,Municipal corporation property tax payment of ₹8500 for FY 2026-27 confirmed.,receipts@mcgm.gov.in,EXPENSE
Grocery order delivered,BigBasket order delivered. Amount paid: ₹1250 via debit card.,orders@bigbasket.com,EXPENSE
Graphic design,Adobe Illustrator subscription ₹1950/month charged.,billing@adobe.com,EXPENSE
EaseMyTrip,EaseMyTrip bus ticket booked. Delhi to Jaipur. ₹680.,bookings@easemytrip.in,EXPENSE
Domain name,Domain myproject.com registered for ₹899 for 1 year.,billing@namecheap.com,EXPENSE
CDN,CloudFront subscription AWS bill included.,billing@aws.amazon.com,EXPENSE
Consumer loan EMI,HDFC consumer durable loan EMI ₹2800 deducted. Loan: CD-2024-345.,emi@hdfc.com,EXPENSE
Accessibility,Axe DevTools subscription ₹950/month.,billing@deque.com,EXPENSE
PR,Cision subscription ₹18000/month charged.,billing@cision.com,EXPENSE
YES Bank transaction alert,INR 890.00 debited from your YES Bank account for POS purchase at DMart.,alerts@yesbank.in,EXPENSE
Design,Skillshare subscription ₹420/user/month.,billing@skillshare.com,EXPENSE
Notion Personal,Notion Personal Pro ₹429 charged. Monthly plan active.,billing@notion.so,EXPENSE
NYTimes,New York Times digital subscription ₹750 charged. Monthly plan renewed.,billing@nytimes.com,EXPENSE
Amex bill notification,American Express card bill: ₹45000. Minimum due: ₹2250. Payment date: April 20.,billing@americanexpress.com,EXPENSE
AWS invoice,Your AWS bill for March: $32.50. EC2 instances: 2. Due: April 15.,billing@aws.amazon.com,EXPENSE
Apollo 247 teleconsultation,Payment of ₹299 for teleconsultation with Dr. Patel on Apollo 247 confirmed.,billing@apollo247.com,EXPENSE
Your Zerodha account statement,Your Zerodha trading account was debited ₹2500 for equity purchase. Contract note attached.,noreply@zerodha.com,EXPENSE
Music subscription renewed,Your JioSaavn Pro subscription of ₹399/year has been renewed. Enjoy ad-free music!,billing@jiosaavn.com,EXPENSE
VPN,NordVPN Business subscription ₹1200/user/month.,billing@nordvpn.com,EXPENSE
Email security,Abnormal Security subscription ₹28000/month.,billing@abnormal.com,EXPENSE
Swiggy Instamart,Your grocery order from Swiggy Instamart. Total: ₹380. Paid via GPay.,orders@swiggy.com,EXPENSE
Sewerage bill,Annual sewerage tax: ₹2800. Due: March 31. Pay online.,taxes@municipal.gov.in,EXPENSE
Accident insurance,Bharti AXA personal accident policy ₹950 renewed. Policy: PA-2024-456.,renewal@bhartiaxa.com,EXPENSE
Project mgmt,ClickUp subscription ₹450/user/month.,billing@clickup.com,EXPENSE
Survey tool,Typeform subscription ₹1050/month.,billing@typeform.com,EXPENSE
APM,Dynatrace subscription ₹85000/month.,billing@dynatrace.com,EXPENSE
Spreadsheets,Google Sheets workspace subscription ₹1350/month.,billing@google.com,EXPENSE
IRCTC food,IRCTC e-catering order confirmed. Delivery at Kanpur station. ₹290.,ecatering@irctc.co.in,EXPENSE
Password manager,1Password subscription ₹320/month charged.,billing@1password.com,EXPENSE
SEMrush,SEMrush Guru subscription ₹9500 charged. Monthly plan active.,billing@semrush.com,EXPENSE
Samsung repair,Samsung service center charge ₹3200 for screen repair.,service@samsung.com,EXPENSE
The Economist,The Economist subscription ₹850 charged. Annual plan active.,subscription@economist.com,EXPENSE
Oyo booking,Oyo booking at Hotel Lake View 1 night confirmed. ₹1500.,bookings@oyorooms.com,EXPENSE
Fuel purchase,HPCL fuel purchase: 12 litres. Total: ₹1350. Payment via debit card.,receipt@hpcl.com,EXPENSE
PaaS,Fly.io subscription ₹950/month.,billing@fly.io,EXPENSE
SBI card statement,SBI credit card statement for March: ₹40200. Total outstanding. Due: April 20.,statements@sbi.co.in,EXPENSE
Knowledge base,Notion subscription ₹800/user/month.,billing@notion.so,EXPENSE
SASE,Cato Networks subscription ₹18000/month.,billing@catonetworks.com,EXPENSE
IDFC card bill,IDFC First credit card: ₹17600. Minimum due: ₹1760. Due: April 8.,cards@idfc.com,EXPENSE
Kotak brokerage,Brokerage charge ₹25 for equity trade. Contract: CN-2026-890.,noreply@kotaksecurities.com,EXPENSE
CI/CD,GitLab Premium subscription $19/user/month.,billing@gitlab.com,EXPENSE
CDN AWS,AWS CloudFront bill $12.50 for March bandwidth.,billing@aws.amazon.com,EXPENSE
SBI Life,SBI Life insurance premium ₹10500 for policy SL-890 deducted.,premium@sbilife.co.in,EXPENSE
Licious order delivered,Your Licious order has been delivered. Total: ₹520. Paid via PhonePe.,orders@licious.in,EXPENSE
Aquaguard,Aquaguard annual maintenance ₹2200 debited from account.,service@eureka-forbes.com,EXPENSE
Project mgmt,Wrike subscription ₹1200/user/month.,billing@wrike.com,EXPENSE
Container registry,Docker Hub Pro subscription $5/month charged.,billing@docker.com,EXPENSE
Glassdoor,Glassdoor subscription ₹800 charged. Annual plan renewed.,billing@glassdoor.com,EXPENSE
Magazine,India Today digital subscription ₹899 renewed.,subscriptions@indiatoday.in,EXPENSE
Myntra order confirmed,Your Myntra order for 2 items has been confirmed. Total: ₹1899. Paid via Kotak Credit Card.,orders@myntra.com,EXPENSE
Error tracking,Sentry subscription ₹1800/month charged.,billing@sentry.io,EXPENSE
Amazon Prime,Amazon Prime renewed. ₹1499 charged to card.,prime@amazon.in,EXPENSE
Mind mapping,MindMeister subscription ₹950/month.,billing@mindmeister.com,EXPENSE
HDFC card payment reminder,Payment reminder: HDFC credit card bill ₹29800 due on April 8. Minimum due: ₹2980.,reminders@hdfcbank.com,EXPENSE
Driving license,Driving license renewal fee ₹500 paid online. ID: DL-2026-890.,receipts@parivahan.gov.in,EXPENSE
Feedback,Hotjar subscription ₹1200/month charged.,billing@hotjar.com,EXPENSE
PaaS,Azure App Service bill $42.00 for March.,billing@microsoft.com,EXPENSE
News subscription,The Hindu annual subscription of ₹999 activated.,subscription@thehindu.com,EXPENSE
Forbes,Forbes digital subscription ₹650 charged. Annual plan active.,subscription@forbes.com,EXPENSE
Design tool,Canva Pro subscription ₹599/month charged.,billing@canva.com,EXPENSE
Card payment,Credit card payment of ₹4339.85 received. Thank you.,credit_cards@icicibank.com,EXPENSE
Mortgage payment,Mortgage payment ₹43500 processed. Loan: HL-2020-123.,payment@licindia.in,EXPENSE
Credit card dues,Your American Express card payment of ₹42000 is due on April 5. Minimum amount due: ₹2100.,payments@americanexpress.com,EXPENSE
Axis Bank auto-debit,Auto-debit of ₹3500 processed from your Axis Bank account for loan EMI.,alerts@axisbank.com,EXPENSE
Standard Chartered payment,Standard Chartered credit card: ₹27800. Due on April 8.,payments@sc.com,EXPENSE
Gold loan EMI,Muthoot Finance gold loan EMI ₹4500 paid. Loan: GL-2024-567.,emi@muthoot.com,EXPENSE
Zerodha AMC,Zerodha demat AMC ₹250 for annual maintenance charged.,charges@zerodha.com,EXPENSE
Power bill,MSEDCL electricity bill: ₹2890 for March. Consumer: 1234567. Due: April 20.,payments@mahadiscom.in,EXPENSE
PVR tickets,PVR ticket confirmed. 2 tickets: ₹600. Show: 6 PM.,tickets@pvrcinemas.com,EXPENSE
News,The New York Times subscription ₹650/month charged.,billing@nytimes.com,EXPENSE
Analytics,Heap subscription ₹4500/month charged.,billing@heapanalytics.com,EXPENSE
Printer supplies,HP printer ink cartridge 2-pack ordered. ₹1200 charged to card.,orders@hp.com,EXPENSE
Marketing,Klaviyo subscription ₹950/month charged.,billing@klaviyo.com,EXPENSE
PNB card bill,PNB credit card statement: ₹19200. Minimum due: ₹1920. Due: April 12.,bills@pnb.co.in,EXPENSE
CI/CD,Semaphore subscription ₹4500/month.,billing@semaphoreci.com,EXPENSE
Slack Pro,Slack Pro subscription ₹880 per user charged. Monthly plan active.,billing@slack.com,EXPENSE
iCloud storage,iCloud+ 200GB plan ₹75 charged to card. Storage renewed until May 2026.,no-reply@email.apple.com,EXPENSE
Boat warranty extension,Extended warranty purchased for Boat Airdopes. Amount: ₹299 charged to card.,orders@boat-lifestyle.com,EXPENSE
Pluralsight,Pluralsight subscription ₹1650 charged. Monthly plan renewed.,billing@pluralsight.com,EXPENSE
ICICI Prudential SIP,Your ICICI Prudential Balanced Advantage Fund SIP of ₹5000 has been processed successfully.,sip@icicipru.com,EXPENSE
Video conferencing,Zoom Pro subscription ₹1200/month charged.,billing@zoom.us,EXPENSE
DigitalOcean,DigitalOcean bill March: $18.00. Droplet 720 hours.,billing@digitalocean.com,EXPENSE
Phone bill generated,Airtel postpaid bill for March: ₹799. Due: April 12. Auto-pay enabled.,billing@airtel.in,EXPENSE
Transaction Success Alert MOTO/SI,Transaction of INR 199.00 via MOTO/SI on your Kotak card was successful. Merchant: Amazon.,alerts@kotak.com,EXPENSE
1mg pharmacy order,Your 1mg order for medicines has been placed. Total: ₹445. COD selected.,orders@1mg.com,EXPENSE
Personal accident insurance,National Insurance personal accident policy ₹1200 renewed. Policy: PA-2024-345.,renewal@nationalinsurance.co.in,EXPENSE
Urban Company,Payment of ₹450 for AC service booking confirmed.,noreply@urbancompany.com,EXPENSE
Email tools,Mailgun subscription ₹1400/month.,billing@mailgun.com,EXPENSE
Invoice,FreshBooks subscription ₹450/month charged.,billing@freshbooks.com,EXPENSE
Statement period ended,Your IDFC First credit card statement period Mar 1-31 ended. Total dues: ₹17800. Minimum due: ₹1780.,statements@idfc.com,EXPENSE
HSBC card bill,HSBC credit card statement: ₹19800. Due on April 12. Minimum amount: ₹1980.,statements@hsbc.co.in,EXPENSE
Cloud backup,Backblaze backup subscription ₹550/month charged.,billing@backblaze.com,EXPENSE
Photo editing,Adobe Lightroom subscription ₹1050/month charged.,billing@adobe.com,EXPENSE
Spencer's Retail order,Your Spencer's grocery order worth ₹1430 has been delivered. Paid via credit card.,orders@spencers.in,EXPENSE
Surveys,SurveyMonkey subscription ₹850/month charged.,billing@surveymonkey.com,EXPENSE
UPI payment confirmed,You paid ₹850 to Uber via UPI. Ride ID: UBER987654.,payment@gpay.com,EXPENSE
Cloud backup,Backblaze backup subscription ₹650/month charged.,billing@backblaze.com,EXPENSE
PaaS,DigitalOcean App Platform ₹1800/month.,billing@digitalocean.com,EXPENSE
Planned automatic Credit Card payment,Your automatic credit card payment of $5.84 has been processed for your Contabo VPS subscription.,no-reply@contabo.com,EXPENSE
Zomato Gold,Zomato Gold membership renewed 3 months. ₹250 to card.,membership@zomato.com,EXPENSE
Credit card statement ready,Your ICICI Bank credit card statement for March is now available. Login to net banking to view.,statements@icicibank.com,EXPENSE
Cloud office,Zoho Workplace ₹350/user/month.,billing@zoho.com,EXPENSE
Crypto,Coinbase One subscription ₹950/month charged.,billing@coinbase.com,EXPENSE
Rent agreement stamp duty,Stamp duty of ₹500 paid for rental agreement registration via NoBroker.,charges@nobroker.in,EXPENSE
User testing,UserTesting subscription ₹9500/month charged.,billing@usertesting.com,EXPENSE
Decathlon sports order,Your Decathlon order for running shoes has been confirmed. Total: ₹3499. Paid via UPI.,orders@decathlon.in,EXPENSE
Readly,Readly magazine subscription ₹520 charged. Monthly plan active.,billing@readly.com,EXPENSE
Customer support,Freshdesk subscription ₹3200/month charged.,billing@freshdesk.com,EXPENSE
Spencer's,Spencer's grocery order ₹1280 delivered via credit card.,orders@spencers.in,EXPENSE
Courier charges,Delhivery courier charges of ₹180 for shipment #DEL123456.,noreply@delhivery.com,EXPENSE
Evernote Personal,Evernote Personal ₹449 charged. Monthly plan renewed.,billing@evernote.com,EXPENSE
Documents,Google Docs workspace subscription ₹1200/month.,billing@google.com,EXPENSE
Medium membership,Medium membership ₹350 charged. Monthly plan active.,membership@medium.com,EXPENSE
Health insurance premium,Star Health insurance premium of ₹12500 is due on April 5. Policy: HL-2024-789.,premium@starhealth.in,EXPENSE
Online course,You enrolled in 'Python for Data Science'. Amount: ₹1999.,noreply@coursera.com,EXPENSE
UPI payment confirmed,You have paid ₹1200 to merchant via UPI. Ref: 123456789.,upi@paytm.com,EXPENSE
Petrol pump,Fuel purchase at IOCL pump: 10 litres ₹1100 via card.,receipt@iocl.com,EXPENSE
Cloud office,Zoho Workplace ₹420/user/month.,billing@zoho.com,EXPENSE
CI/CD,Jenkins X subscription ₹12000/month.,billing@jenkins.io,EXPENSE
Kotak trade,Trade executed: 15 shares Reliance at ₹2480. Total ₹37200.,trades@kotaksecurities.com,EXPENSE
Backend,AWS AppSync bill $18.50 for March.,billing@aws.amazon.com,EXPENSE
Times of India,Times of India digital subscription ₹749 charged. Annual plan renewed.,subscription@timesofindia.com,EXPENSE
Travel insurance,Reliance Travel insurance purchased. Premium: ₹850. Policy: TL-2024-234.,buy@reliancegeneral.co.in,EXPENSE
RBL card statement,RBL Bank credit card statement: ₹16700. Minimum due: ₹1670. Due: April 12.,statements@rblbank.com,EXPENSE
Life insurance due,SBI Life insurance premium ₹19500 due on April 20. Policy: SL-2024-123.,due@sbilife.co.in,EXPENSE
YES Bank,INR 650 debited from YES Bank for DMart purchase.,alerts@yesbank.in,EXPENSE
CI/CD,GitLab Premium subscription $22/user/month.,billing@gitlab.com,EXPENSE
Domain renewal notice,Your domain example.com has been renewed for 1 year. Amount charged: ₹799.,billing@godaddy.com,EXPENSE
Investment,Robinhood Gold subscription ₹420/month.,billing@robinhood.com,EXPENSE
CASB,Microsoft Defender for Cloud Apps subscription included.,billing@microsoft.com,EXPENSE
UClean,Laundry order ₹280 picked up. Payment via UPI.,noreply@uclean.in,EXPENSE
Bajaj EMI,Bajaj Finserv EMI of ₹1800 auto-debited from account.,emi@bajajfinserv.in,EXPENSE
PharmEasy medicine order,Your PharmEasy order for monthly medicines has been placed. Total: ₹680. Paid via wallet.,orders@pharmeasy.in,EXPENSE
SaaS subscription invoice,Invoice for Zoho CRM subscription. Plan: Professional. Amount: ₹2999/month.,billing@zoho.com,EXPENSE
E-learning course purchased,You have enrolled in the Python Masterclass. Amount paid: ₹1499.,noreply@udemy.com,EXPENSE
Testing,Postman API testing subscription ₹950/month.,billing@postman.com,EXPENSE
HR,BambooHR subscription ₹5200/month.,billing@bamboohr.com,EXPENSE
Magazine subscription charged,Your India Today annual digital subscription of ₹999 has been renewed and charged.,subscriptions@indiatoday.in,EXPENSE
CRM software,Salesforce subscription ₹9500/month charged.,billing@salesforce.com,EXPENSE
NordVPN,NordVPN subscription ₹950 charged. Annual plan renewed.,billing@nordvpn.com,EXPENSE
Solid waste bill,Waste management bill: ₹1200 for Q1. Due: April 10.,sanitation@corporation.gov.in,EXPENSE
LensDen contact lens order,Your LensDen contact lens order has been confirmed. Total: ₹1200. Shipped in 2 days.,orders@lensden.com,EXPENSE
Asana Premium,Asana Premium ₹450 per user charged. Monthly plan active.,billing@asana.com,EXPENSE
FASTag debit,Your FASTag account debited ₹95 at Kherki Daula toll plaza. Balance: ₹450.,fastag@icicibank.com,EXPENSE
Paytm Mall,Paytm Mall order for earbuds confirmed. ₹1299 via wallet.,orders@paytmmall.com,EXPENSE
Swiggy Genie,Swiggy Genie delivery completed. Charges: ₹59 via wallet.,noreply@swiggy.com,EXPENSE
Unacademy,Unacademy Plus subscription renewed. ₹999/month.,billing@unacademy.com,EXPENSE
ExpressVPN,ExpressVPN subscription ₹1050 charged. Annual plan active.,billing@expressvpn.com,EXPENSE
Fuel bill from company card,Corporate card transaction: Fuel purchase ₹2200 at HP petrol pump on 22 Mar.,corporate@bank.com,EXPENSE
Country Delight milk subscription,Your Country Delight monthly milk bill: ₹1200. Auto-deducted from wallet.,billing@countrydelight.in,EXPENSE
Federal Bank card bill,Federal Bank credit card: ₹22300. Due on April 18.,cards@federalbank.co.in,EXPENSE
Product update: v2.8,Version 2.8 is now live! Major performance improvements.,updates@company.com,NOT_EXPENSE
Thank you for feedback,Thank you for your feedback! We've incorporated your suggestions.,support@service.com,NOT_EXPENSE
App update,Version 2.5 is now available. Download for new features.,app@company.com,NOT_EXPENSE
Weekly goals celebration,You've exceeded your weekly goals! Keep it up!,goals@productivity.com,NOT_EXPENSE
Meeting scheduled,Your meeting with the sales team is scheduled for Tuesday at 2 PM.,calendar@company.com,NOT_EXPENSE
Your CRED score has improved,Congratulations! Your CRED score has gone up by 15 points. You are now at 821.,updates@cred.club,NOT_EXPENSE
Credit card bill due tomorrow!,Your Kotak credit card bill of ₹1445 is due tomorrow. Pay now to avoid late fees.,no-reply@kotak.com,NOT_EXPENSE
Weekly challenge: AI,This week's challenge: Create something with our new AI features.,challenges@platform.com,NOT_EXPENSE
New integrations,We've added integration with popular apps. Connect now.,integrations@platform.com,NOT_EXPENSE
API endpoints,We've added 10 new API endpoints to our developer portal.,docs@developer.com,NOT_EXPENSE
Your subscription benefits,Explore all the benefits included in your subscription.,benefits@service.com,NOT_EXPENSE
Income credited to wallet,₹500 cashback has been credited to your Amazon Pay balance. No purchase was made.,notifications@amazon.in,NOT_EXPENSE
Weekly goals update,Here's your weekly goals progress. You're on track!,goals@productivity.com,NOT_EXPENSE
New learning resources,We've added 20 new tutorials to our learning center. Start learning today!,learning@education.com,NOT_EXPENSE
Your profile was viewed,Your LinkedIn profile was viewed by 5 recruiters this week.,notifications@linkedin.com,NOT_EXPENSE
Feature roadmap,See what's coming next on our product roadmap.,roadmap@company.com,NOT_EXPENSE
Weekly top stories,"Top stories: AI breakthrough, market updates, tech news.",digest@news.com,NOT_EXPENSE
Privacy settings,Review and update your privacy settings. Your data matters.,privacy@platform.com,NOT_EXPENSE
Community guidelines,Please review our updated community guidelines before posting.,policy@community.com,NOT_EXPENSE
Security alert: New login,We detected a new login to your account from a new device. Was this you?,security@platform.com,NOT_EXPENSE
Out-of-office reply,Thank you for your email. I am out of the office until March 28 with limited access.,auto-reply@company.com,NOT_EXPENSE
Achievement unlocked: First contribution,Congratulations on your first contribution to our community!,achievements@platform.com,NOT_EXPENSE
Feature tutorial,New tutorial: How to use our advanced search feature.,tutorials@company.com,NOT_EXPENSE
Research paper,Our team published a new research paper on AI ethics.,research@company.com,NOT_EXPENSE
Welcome bonus,Welcome bonus of ₹500 credited to your account. Start spending now!,welcome@bank.com,NOT_EXPENSE
Spending milestone,Spending milestone reward: ₹500 for reaching ₹50000 spend this month.,spending@bank.com,NOT_EXPENSE
Community guidelines reminder,Friendly reminder: Please follow our community guidelines.,policy@community.com,NOT_EXPENSE
Royalty credited,Royalty payment of ₹1200 credited to your account. Source: Creative Work.,royalty@company.com,NOT_EXPENSE
Price drop alert,An item in your wishlist is now 20% off. Limited time!,deals@shopping.com,NOT_EXPENSE
Weekly challenge winner,Congratulations to last week's challenge winner: @johndoe!,challenges@platform.com,NOT_EXPENSE
New integration: Calendly,We've added integration with Calendly for seamless scheduling.,integrations@platform.com,NOT_EXPENSE
Activity report,"Your weekly activity: 10 posts, 50 likes, 20 shares.",summary@service.com,NOT_EXPENSE
New badge: Innovator,New badge available: Innovator. Awarded for creative contributions.,achievements@platform.com,NOT_EXPENSE
Integration milestone,You've integrated with 10+ tools. Impressive!,integrations@platform.com,NOT_EXPENSE
Community poll: Features,New poll: Which feature should we build next? Vote now!,poll@community.com,NOT_EXPENSE
Team event invitation,You're invited to our team building event next Friday.,events@company.com,NOT_EXPENSE
Featured content,Your work has been featured in our 'Spotlight' section.,editorial@platform.com,NOT_EXPENSE
User group meetup,Join our local user group meetup this Saturday.,meetups@community.com,NOT_EXPENSE
Webinar reminder tomorrow,Don't forget! Join our webinar tomorrow at 3 PM IST.,events@webinar.com,NOT_EXPENSE
New podcast episode,Episode 42: 'Building Great Teams' is now available. Listen on your favorite app.,podcast@studio.com,NOT_EXPENSE
Free trial expires soon,Your 30-day free trial of Adobe Creative Cloud ends in 3 days. Subscribe to continue.,noreply@adobe.com,NOT_EXPENSE
New integration: Notion,We've added integration with Notion. Connect your workspace!,integrations@platform.com,NOT_EXPENSE
New learning path: Advanced,We've launched an advanced learning path for experienced users.,learning@education.com,NOT_EXPENSE
New feature: Dark mode,Dark mode is now available! Update your settings to try it out.,product@company.com,NOT_EXPENSE
Open source contribution,Your contribution to our open source project has been appreciated.,opensource@company.com,NOT_EXPENSE
Your report is ready,Your monthly report is ready to download. Click the link below.,reports@analytics.com,NOT_EXPENSE
Confirm your email address,Please click the link to confirm your email address for your new account.,noreply@app.com,NOT_EXPENSE
New templates: Design,We've added 15 new design templates to our library.,templates@productivity.com,NOT_EXPENSE
Your question was answered,Your question on the community forum has been answered by an expert.,forum@community.com,NOT_EXPENSE
Workspace settings,Review and update your workspace settings for collaboration.,settings@platform.com,NOT_EXPENSE
Shopping rewards,Shopping rewards: ₹350 credited for purchases at partner stores.,shopping@rewards.com,NOT_EXPENSE
New credit card bill generated!,Your Kotak811 credit card bill for the period Feb 18 - Mar 17 has been generated. Total amount due: ₹1679.00.,no-reply@kotak.com,NOT_EXPENSE
New integration: Zapier,Connect our platform with Zapier to automate your workflows.,integrations@platform.com,NOT_EXPENSE
Sales pipeline update,Q1 sales pipeline update: 12 deals closed worth ₹45L total revenue.,crm@company.com,NOT_EXPENSE
Monthly summary ready,Your monthly activity summary is ready. View your progress and insights.,summary@platform.com,NOT_EXPENSE
Community guidelines FAQ,New FAQ section added to our community guidelines.,policy@community.com,NOT_EXPENSE
Content recommendation: Viral,Trending viral content: Top 10 posts this week.,recommendations@content.com,NOT_EXPENSE
Product roadmap: Q2,Q2 product roadmap is now available. See what's coming!,roadmap@company.com,NOT_EXPENSE
You're on a winning streak,You've won 5 challenges in a row! Keep up the great work.,challenges@platform.com,NOT_EXPENSE
Achievement unlocked: Visionary,You've unlocked the 'Visionary' achievement. Predict the future!,achievements@platform.com,NOT_EXPENSE
Weekly goals completed,Congratulations! You've completed all your weekly goals.,goals@productivity.com,NOT_EXPENSE
Monthly report ready,Your monthly report is ready to download.,reports@analytics.com,NOT_EXPENSE
Cloud partnerships,We've partnered with leading cloud providers. Integrate now!,partnerships@company.com,NOT_EXPENSE
Partner cashback,Partner cashback of ₹180 from Flipkart purchase credited.,partner@bank.com,NOT_EXPENSE
Weekly challenge: Collaboration,This week's challenge: Collaborate with 3 other users on a project.,challenges@platform.com,NOT_EXPENSE
Feature request status,Your feature request is now 'In Progress'. We'll keep you updated!,feedback@company.com,NOT_EXPENSE
Free course available,Enroll in our free course: 'Introduction to Data Science'. Limited spots available.,courses@learning.com,NOT_EXPENSE
Templates library,Browse our expanded templates library with 50+ designs.,templates@productivity.com,NOT_EXPENSE
Team building,Join our virtual team building session on Friday at 5 PM.,events@company.com,NOT_EXPENSE
New podcast,Episode 42: 'Building Great Teams' is now available.,podcast@studio.com,NOT_EXPENSE
CRED coins earned,You earned 5000 CRED coins for your recent bill payment. Redeem them in the CRED store.,rewards@cred.club,NOT_EXPENSE
Tool integrations,"We've added integration with Slack, Teams, and Zoom.",integrations@platform.com,NOT_EXPENSE
New templates: Marketing,We've added 20 new marketing templates to our library.,templates@productivity.com,NOT_EXPENSE
Weekly insights: Engagement,Your weekly insights: 25% increase in community engagement.,analytics@platform.com,NOT_EXPENSE
Community event: Conference,Join our virtual conference next month. Keynote speakers announced!,events@community.com,NOT_EXPENSE
Feedback impact,Your feedback led to 3 new features in our latest update.,product@company.com,NOT_EXPENSE
Bill payment rewards,Bill payment reward points: 350 points for utility bill payments.,bills@rewards.com,NOT_EXPENSE
Credit to account,Credit of ₹5000 received from ABC Company Pvt Ltd via NEFT.,credits@bank.com,NOT_EXPENSE
Job opportunity alert,"Based on your profile, we found 3 job openings that match your skills.",jobs@careers.com,NOT_EXPENSE
Referral bonus,Referral bonus of ₹750 credited. Your friend signed up using your code.,rewards@referral.com,NOT_EXPENSE
Guidelines updated,We've updated our community guidelines. Please review.,policy@platform.com,NOT_EXPENSE
Forum answer,Your question on our forum has been answered by an expert.,forum@community.com,NOT_EXPENSE
Community poll,Vote on our latest community poll: What feature do you want next?,poll@community.com,NOT_EXPENSE
Weekly challenge leaderboard,Top 10 on this week's challenge leaderboard. Are you there?,challenges@platform.com,NOT_EXPENSE
Real-time features,We've launched real-time collaboration. Work together!,product@company.com,NOT_EXPENSE
Weekly goals tracker,Your weekly goals are on track. Keep up the great work!,goals@productivity.com,NOT_EXPENSE
Community shoutout,Special shoutout to our top 10 contributors this month!,digest@community.com,NOT_EXPENSE
Achievement unlocked,You've unlocked a new achievement: '100 Day Streak'!,achievements@platform.com,NOT_EXPENSE
Dark mode available,Dark mode is now available! Update your settings.,product@company.com,NOT_EXPENSE
New badge: Champion,New badge available: Champion. Awarded to top performers.,achievements@platform.com,NOT_EXPENSE
Upcoming webinar series,Join our 3-part webinar series on industry trends. Free registration.,webinars@learning.com,NOT_EXPENSE
New blog post,New article: '10 Productivity Hacks' is now live. Read it now.,blog@company.com,NOT_EXPENSE
Weekly challenge started,This week's challenge: Complete 5 tasks. Win exclusive rewards!,challenges@platform.com,NOT_EXPENSE
New GitHub issue assigned,Issue #789: Button alignment bug has been assigned to you in the frontend repo.,github@github.com,NOT_EXPENSE
Welcome to our community,Welcome! We're excited to have you join our community. Complete your profile to get started.,welcome@community.com,NOT_EXPENSE
Weekly challenge: Creative,This week's creative challenge: Share your workspace setup.,challenges@platform.com,NOT_EXPENSE
Town hall invite,Join us for Q2 town hall on Friday at 3 PM.,events@company.com,NOT_EXPENSE
Travel rewards,Travel reward points: 800 points added for flight booking.,travel@rewards.com,NOT_EXPENSE
Product update,New feature released: Enhanced search functionality. Try it now!,updates@product.com,NOT_EXPENSE
API docs updated,We've updated our API documentation with new endpoints.,docs@developer.com,NOT_EXPENSE
Winning streak,You've won 5 challenges in a row! Keep it up.,challenges@platform.com,NOT_EXPENSE
Weekly goals update,Here's your weekly goals progress. You're on track!,goals@productivity.com,NOT_EXPENSE
Forum featured,Your question on our Q&A forum has been featured.,forum@community.com,NOT_EXPENSE
Reward redemption,You redeemed reward points for ₹800 gift card. Points deducted: 800.,rewards@loyalty.com,NOT_EXPENSE
Learning milestone: 50 courses,Congratulations on completing 50 courses! You're a learning champion!,achievements@platform.com,NOT_EXPENSE
Your subscription will expire,Your subscription expires in 7 days. Renew to continue uninterrupted service.,renewal@service.com,NOT_EXPENSE
New integration announced,We've partnered with leading cloud providers. Integrate now!,partnerships@company.com,NOT_EXPENSE
Free trial extension,We've extended your free trial by 7 days. Enjoy exploring!,promo@service.com,NOT_EXPENSE
Salary credit notification,Your salary for March 2026 has been credited to your bank account. Net amount: ₹85000.,payroll@company.com,NOT_EXPENSE
Your subscription is active,Your free subscription is active. Upgrade to premium for more features.,info@service.com,NOT_EXPENSE
Login notification,New login detected from Chrome on Windows. Was this you?,security@platform.com,NOT_EXPENSE
Conference registration,Register for our annual conference. Early bird discounts available.,events@conference.com,NOT_EXPENSE
User spotlight,This week's user spotlight: @janedoe and her amazing project.,digest@community.com,NOT_EXPENSE
Community guidelines updated,We've updated our community guidelines. Please review the changes.,policy@platform.com,NOT_EXPENSE
Content recommendation,"Based on your interests, we recommend these articles.",recommendations@content.com,NOT_EXPENSE
Investment return,SIP return of ₹3500 credited from mutual fund. Fund: HDFC Equity.,sip@bank.com,NOT_EXPENSE
Subscription benefits,Explore all benefits included in your subscription.,benefits@service.com,NOT_EXPENSE
Credit card bill due in 5 days!,Your Kotak811 credit card bill of ₹350 is due in 5 days. Minimum amount due: ₹35.,no-reply@kotak.com,NOT_EXPENSE
Terms update,We've updated our Terms of Service. Please review.,legal@platform.com,NOT_EXPENSE
Conference registration open,Register for our annual conference. Early bird discounts available.,events@conference.com,NOT_EXPENSE
